id1,id2,date,node_x,node_y
9207237,9203220,1992-07-14,1432,642
9209232,9203220,1992-09-14,221,642
9209250,9203220,1992-09-17,232,642
9211207,9203220,1992-11-02,569,642
9212267,9203220,1992-12-15,871,642
9301258,9203220,1993-01-21,546,642
9303303,9203220,1993-03-24,1123,642
9304295,9203220,1993-04-23,1274,642
9305236,9203220,1993-05-10,1351,642
9305316,9203220,1993-05-25,1390,642
9305339,9203220,1993-05-27,1401,642
9306205,9203220,1993-06-01,3,642
9306309,9203220,1993-06-23,65,642
9307275,9203220,1993-07-14,159,642
9307308,9203220,1993-07-20,174,642
9307344,9203220,1993-07-27,194,642
9308233,9203220,1993-08-05,288,642
9308333,9203220,1993-08-24,355,642
9311227,9203220,1993-11-04,947,642
9311252,9203220,1993-11-09,966,642
9311251,9203220,1993-11-09,965,642
9207236,9205221,1992-07-14,1431,1148
9308210,9205221,1993-08-03,275,1148
9311206,9205221,1993-11-01,933,1148
9311218,9205221,1993-11-03,940,1148
9311331,9205221,1993-11-22,1021,1148
9312233,9205221,1993-12-06,1197,1148
9208205,9205247,1992-08-04,82,1167
9211234,9205247,1992-11-09,586,1167
9302207,9205247,1993-02-03,773,1167
9302282,9205247,1993-02-19,819,1167
9304267,9205247,1993-04-19,1263,1167
9306318,9205247,1993-06-25,71,1167
9308209,9205247,1993-08-02,274,1167
9308217,9205247,1993-08-03,279,1167
9308315,9205247,1993-08-21,342,1167
9311249,9205247,1993-11-09,963,1167
9208231,9203203,1992-08-18,96,633
9209233,9203203,1992-09-14,222,633
9210278,9203203,1992-10-29,425,633
9211211,9203203,1992-11-04,571,633
9211218,9203203,1992-11-06,575,633
9211303,9203203,1992-11-25,614,633
9211334,9203203,1992-11-30,628,633
9212216,9203203,1992-12-03,846,633
9212235,9203203,1992-12-07,858,633
9212248,9203203,1992-12-10,861,633
9212288,9203203,1992-12-20,886,633
9301217,9203203,1993-01-07,526,633
9301228,9203203,1993-01-11,531,633
9301231,9203203,1993-01-12,532,633
9302205,9203203,1993-02-02,771,633
9302210,9203203,1993-02-03,776,633
9302258,9203203,1993-02-12,803,633
9302314,9203203,1993-02-26,837,633
9302321,9203203,1993-02-28,843,633
9303251,9203203,1993-03-12,1093,633
9303282,9203203,1993-03-18,1112,633
9303317,9203203,1993-03-30,1130,633
9304254,9203203,1993-04-14,1254,633
9304256,9203203,1993-04-15,1256,633
9304284,9203203,1993-04-21,1270,633
9305201,9203203,1993-05-03,1326,633
9305222,9203203,1993-05-06,1341,633
9305275,9203203,1993-05-17,1372,633
9305345,9203203,1993-05-28,1405,633
9306238,9203203,1993-06-07,21,633
9306296,9203203,1993-06-21,58,633
9307203,9203203,1993-07-01,120,633
9307253,9203203,1993-07-12,149,633
9307268,9203203,1993-07-14,158,633
9307284,9203203,1993-07-16,163,633
9307335,9203203,1993-07-26,191,633
9308234,9203203,1993-08-06,289,633
9308273,9203203,1993-08-13,316,633
9308364,9203203,1993-08-30,378,633
9309242,9203203,1993-09-08,459,633
9309257,9203203,1993-09-13,470,633
9309320,9203203,1993-09-23,510,633
9311278,9203203,1993-11-11,982,633
9311296,9203203,1993-11-15,996,633
9311334,9203203,1993-11-22,1024,633
9311333,9203203,1993-11-22,1023,633
9311346,9203203,1993-11-23,1032,633
9311353,9203203,1993-11-24,1038,633
9311367,9203203,1993-11-26,1049,633
9312208,9203203,1993-12-01,1176,633
9312215,9203203,1993-12-02,1183,633
9312221,9203203,1993-12-05,1188,633
9208230,9205230,1992-08-18,95,1155
9209206,9205230,1992-09-02,210,1155
9209285,9205230,1992-09-28,252,1155
9212219,9205230,1992-12-03,847,1155
9212318,9205230,1992-12-31,902,1155
9301213,9205230,1993-01-06,524,1155
9302276,9205230,1993-02-18,814,1155
9303240,9205230,1993-03-10,1087,1155
9305204,9205230,1993-05-03,1328,1155
9309223,9205230,1993-09-03,446,1155
9310368,9205230,1993-10-28,759,1155
9311204,9205230,1993-11-01,931,1155
9311359,9205230,1993-11-24,1043,1155
9312222,9205230,1993-12-06,1189,1155
9208230,9203202,1992-08-18,95,632
9208262,9203202,1992-08-31,116,632
9309316,9203202,1993-09-23,506,632
9208244,9204207,1992-08-24,105,908
9209262,9204207,1992-09-21,242,908
9211267,9204207,1992-11-18,604,908
9301223,9204207,1993-01-08,529,908
9302265,9204207,1993-02-16,807,908
9304265,9204207,1993-04-16,1262,908
9304305,9204207,1993-04-27,1279,908
9305235,9204207,1993-05-10,1350,908
9305298,9204207,1993-05-21,1381,908
9306310,9204207,1993-06-24,66,908
9307290,9204207,1993-07-17,165,908
9308226,9204207,1993-08-04,283,908
9310362,9204207,1993-10-27,754,908
9311242,9204207,1993-11-08,959,908
9208244,9203225,1992-08-24,105,645
9209239,9203225,1992-09-15,224,645
9209262,9203225,1992-09-21,242,645
9212205,9203225,1992-12-01,263,645
9302296,9203225,1993-02-24,825,645
9303207,9203225,1993-03-02,1065,645
9305211,9203225,1993-05-04,1335,645
9305235,9203225,1993-05-10,1350,645
9305340,9203225,1993-05-27,1402,645
9308210,9203225,1993-08-03,275,645
9308283,9203225,1993-08-17,323,645
9308285,9203225,1993-08-17,325,645
9309301,9203225,1993-09-20,498,645
9311304,9203225,1993-11-17,1001,645
9209208,9205229,1992-09-03,212,1154
9305208,9205229,1993-05-04,1332,1154
9306293,9205229,1993-06-21,55,1154
9209213,9310316,1992-09-04,213,724
9305306,9310316,1993-05-24,1384,724
9306289,9310316,1993-06-18,51,724
9306288,9310316,1993-06-18,50,724
9308263,9310316,1993-08-11,308,724
9310272,9310316,1993-10-12,692,724
9311285,9310316,1993-11-12,988,724
9311330,9310316,1993-11-22,1020,724
9312237,9310316,1993-12-07,1200,724
9312261,9310316,1993-12-09,1215,724
9312264,9310316,1993-12-13,1218,724
9209220,9206203,1992-09-07,215,1289
9209232,9206203,1992-09-14,221,1289
9210235,9206203,1992-10-14,401,1289
9210240,9206203,1992-10-15,403,1289
9211228,9206203,1992-11-07,584,1289
9303202,9206203,1993-03-01,1061,1289
9303273,9206203,1993-03-17,1105,1289
9305216,9206203,1993-05-06,1337,1289
9305248,9206203,1993-05-11,1356,1289
9306207,9206203,1993-06-01,4,1289
9307211,9206203,1993-07-02,124,1289
9308323,9206203,1993-08-23,349,1289
9308329,9206203,1993-08-24,353,1289
9308357,9206203,1993-08-29,373,1289
9309277,9206203,1993-09-16,480,1289
9309281,9206203,1993-09-17,483,1289
9309293,9206203,1993-09-20,491,1289
9310211,9206203,1993-10-03,655,1289
9310215,9206203,1993-10-04,659,1289
9311241,9206203,1993-11-08,958,1289
9209233,9203201,1992-09-14,222,631
9210278,9203201,1992-10-29,425,631
9211211,9203201,1992-11-04,571,631
9211334,9203201,1992-11-30,628,631
9212224,9203201,1992-12-04,849,631
9212235,9203201,1992-12-07,858,631
9212248,9203201,1992-12-10,861,631
9212288,9203201,1992-12-20,886,631
9301231,9203201,1993-01-12,532,631
9301285,9203201,1993-01-27,560,631
9302210,9203201,1993-02-03,776,631
9302258,9203201,1993-02-12,803,631
9302316,9203201,1993-02-26,839,631
9303282,9203201,1993-03-18,1112,631
9304254,9203201,1993-04-14,1254,631
9304255,9203201,1993-04-15,1255,631
9304284,9203201,1993-04-21,1270,631
9305222,9203201,1993-05-06,1341,631
9305275,9203201,1993-05-17,1372,631
9307335,9203201,1993-07-26,191,631
9308234,9203201,1993-08-06,289,631
9309214,9203201,1993-09-02,440,631
9311334,9203201,1993-11-22,1024,631
9311333,9203201,1993-11-22,1023,631
9311353,9203201,1993-11-24,1038,631
9312208,9203201,1993-12-01,1176,631
9312215,9203201,1993-12-02,1183,631
9209244,9207278,1992-09-16,227,1456
9304293,9207278,1993-04-23,1272,1456
9305324,9207278,1993-05-26,1396,1456
9307223,9207278,1993-07-05,129,1456
9310201,9207278,1993-10-01,650,1456
9312238,9207278,1993-12-07,1201,1456
9209246,9208233,1992-09-16,229,98
9212279,9208233,1992-12-17,879,98
9209268,9204237,1992-09-23,244,925
9302269,9204237,1993-02-17,810,925
9306320,9204237,1993-06-26,73,925
9308226,9204237,1993-08-04,283,925
9308337,9204237,1993-08-25,358,925
9309309,9204237,1993-09-21,501,925
9310362,9204237,1993-10-27,754,925
9209272,9204212,1992-09-23,247,911
9304217,9204212,1993-04-05,1237,911
9305306,9204212,1993-05-24,1384,911
9308259,9204212,1993-08-11,304,911
9310272,9204212,1993-10-12,692,911
9311250,9204212,1993-11-09,964,911
9311244,9204212,1993-11-09,961,911
9209272,9205228,1992-09-23,247,1153
9301223,9205228,1993-01-08,529,1153
9302269,9205228,1993-02-17,810,1153
9304265,9205228,1993-04-16,1262,1153
9305304,9205228,1993-05-24,1383,1153
9306214,9205228,1993-06-02,9,1153
9306277,9205228,1993-06-15,40,1153
9306320,9205228,1993-06-26,73,1153
9307216,9205228,1993-07-02,127,1153
9307291,9205228,1993-07-18,166,1153
9307307,9205228,1993-07-20,173,1153
9308246,9205228,1993-08-08,295,1153
9308262,9205228,1993-08-11,307,1153
9308283,9205228,1993-08-17,323,1153
9308369,9205228,1993-08-31,380,1153
9309272,9205228,1993-09-15,478,1153
9310356,9205228,1993-10-27,749,1153
9310362,9205228,1993-10-27,754,1153
9311212,9205228,1993-11-02,936,1153
9311232,9205228,1993-11-05,950,1153
9311304,9205228,1993-11-17,1001,1153
9312209,9205228,1993-12-01,1177,1153
9312225,9205228,1993-12-06,1192,1153
9209272,9204206,1992-09-23,247,907
9211216,9204206,1992-11-06,574,907
9301208,9204206,1993-01-05,522,907
9306277,9204206,1993-06-15,40,907
9306320,9204206,1993-06-26,73,907
9308226,9204206,1993-08-04,283,907
9311212,9204206,1993-11-02,936,907
9209277,9908363,1992-09-24,249,742
9211302,9908363,1992-11-24,613,742
9212266,9908363,1992-12-15,870,742
9303220,9908363,1993-03-04,1071,742
9305304,9908363,1993-05-24,1383,742
9306320,9908363,1993-06-26,73,742
9307290,9908363,1993-07-17,165,742
9307291,9908363,1993-07-18,166,742
9310356,9908363,1993-10-27,749,742
9209285,9207209,1992-09-28,252,1413
9209299,9207209,1992-09-30,260,1413
9304255,9207209,1993-04-15,1255,1413
9306252,9207209,1993-06-09,28,1413
9306278,9207209,1993-06-16,41,1413
9307316,9207209,1993-07-21,179,1413
9311359,9207209,1993-11-24,1043,1413
9209292,9203210,1992-09-29,256,636
9212305,9203210,1992-12-22,895,636
9304244,9203210,1993-04-12,1250,636
9307211,9203210,1993-07-02,124,636
9308209,9203210,1993-08-02,274,636
9209295,9206205,1992-09-29,258,1290
9212278,9206205,1992-12-17,878,1290
9301287,9206205,1993-01-27,562,1290
9302267,9206205,1993-02-17,809,1290
9303225,9206205,1993-03-04,1074,1290
9303241,9206205,1993-03-10,1088,1290
9303249,9206205,1993-03-11,1092,1290
9303303,9206205,1993-03-24,1123,1290
9305289,9206205,1993-05-19,1377,1290
9308277,9206205,1993-08-15,320,1290
9308363,9206205,1993-08-30,377,1290
9309240,9206205,1993-09-07,457,1290
9310274,9206205,1993-10-12,694,1290
9310320,9206205,1993-10-20,726,1290
9209299,9207207,1992-09-30,260,1411
9302290,9207207,1993-02-22,822,1411
9209296,9206212,1992-09-30,259,1293
9302205,9206212,1993-02-02,771,1293
9302210,9206212,1993-02-03,776,1293
9210209,9205210,1992-10-05,389,1141
9303225,9205210,1993-03-04,1074,1141
9305324,9205210,1993-05-26,1396,1141
9305330,9205210,1993-05-27,1397,1141
9308204,9205210,1993-08-02,269,1141
9308351,9205210,1993-08-27,370,1141
9309268,9205210,1993-09-15,474,1141
9210221,9203213,1992-10-08,394,638
9301239,9203213,1993-01-14,537,638
9304205,9203213,1993-04-02,1231,638
9305204,9203213,1993-05-03,1328,638
9210227,9204216,1992-10-09,396,915
9212235,9204216,1992-12-07,858,915
9302210,9204216,1993-02-03,776,915
9303251,9204216,1993-03-12,1093,915
9303269,9204216,1993-03-16,1101,915
9304254,9204216,1993-04-14,1254,915
9304284,9204216,1993-04-21,1270,915
9305222,9204216,1993-05-06,1341,915
9306294,9204216,1993-06-21,56,915
9307268,9204216,1993-07-14,158,915
9309320,9204216,1993-09-23,510,915
9311278,9204216,1993-11-11,982,915
9311334,9204216,1993-11-22,1024,915
9210223,9206266,1992-10-09,395,1325
9212299,9206266,1992-12-22,893,1325
9301228,9206266,1993-01-11,531,1325
9301285,9206266,1993-01-27,560,1325
9302205,9206266,1993-02-02,771,1325
9302210,9206266,1993-02-03,776,1325
9303317,9206266,1993-03-30,1130,1325
9304267,9206266,1993-04-19,1263,1325
9305275,9206266,1993-05-17,1372,1325
9308234,9206266,1993-08-06,289,1325
9210233,9204204,1992-10-13,400,905
9210276,9204204,1992-10-29,423,905
9211292,9204204,1992-11-20,611,905
9306281,9204204,1993-06-17,44,905
9308346,9204204,1993-08-26,365,905
9308361,9204204,1993-08-30,376,905
9311338,9204204,1993-11-22,1027,905
9210257,9207219,1992-10-22,413,1421
9210280,9207219,1992-10-30,426,1421
9211228,9207219,1992-11-07,584,1421
9211286,9207219,1992-11-20,610,1421
9301267,9207219,1993-01-25,551,1421
9302234,9207219,1993-02-08,790,1421
9302259,9207219,1993-02-13,804,1421
9302317,9207219,1993-02-26,840,1421
9303231,9207219,1993-03-08,1078,1421
9304216,9207219,1993-04-05,1236,1421
9304235,9207219,1993-04-08,1247,1421
9304277,9207219,1993-04-20,1267,1421
9304298,9207219,1993-04-26,1275,1421
9306311,9207219,1993-06-24,67,1421
9307211,9207219,1993-07-02,124,1421
9308323,9207219,1993-08-23,349,1421
9308335,9207219,1993-08-25,356,1421
9308377,9207219,1993-08-31,384,1421
9310215,9207219,1993-10-04,659,1421
9310255,9207219,1993-10-09,684,1421
9311241,9207219,1993-11-08,958,1421
9311340,9207219,1993-11-22,1029,1421
9312272,9207219,1993-12-13,1224,1421
9210260,9204215,1992-10-23,415,914
9301258,9204215,1993-01-21,546,914
9302301,9204215,1993-02-24,829,914
9303320,9204215,1993-03-31,1132,914
9304295,9204215,1993-04-23,1274,914
9305236,9204215,1993-05-10,1351,914
9305312,9204215,1993-05-25,1386,914
9305316,9204215,1993-05-25,1390,914
9305339,9204215,1993-05-27,1401,914
9306205,9204215,1993-06-01,3,914
9306309,9204215,1993-06-23,65,914
9307344,9204215,1993-07-27,194,914
9308215,9204215,1993-08-03,278,914
9309250,9204215,1993-09-09,466,914
9310307,9204215,1993-10-18,718,914
9311227,9204215,1993-11-04,947,914
9311360,9204215,1993-11-24,1044,914
9210278,9209227,1992-10-29,425,218
9303282,9209227,1993-03-18,1112,218
9210275,9209248,1992-10-29,422,231
9211248,9209248,1992-11-16,594,231
9302296,9209248,1993-02-24,825,231
9303207,9209248,1993-03-02,1065,231
9304302,9209248,1993-04-27,1277,231
9308210,9209248,1993-08-03,275,231
9308285,9209248,1993-08-17,325,231
9309291,9209248,1993-09-20,489,231
9312225,9209248,1993-12-06,1192,231
9210280,9207237,1992-10-30,426,1432
9211325,9207237,1992-11-27,624,1432
9302205,9207237,1993-02-02,771,1432
9303240,9207237,1993-03-10,1087,1432
9303307,9207237,1993-03-25,1126,1432
9306333,9207237,1993-06-30,78,1432
9307211,9207237,1993-07-02,124,1432
9308323,9207237,1993-08-23,349,1432
9311310,9207237,1993-11-18,1006,1432
9311360,9207237,1993-11-24,1044,1432
9312217,9207237,1993-12-03,1184,1432
9210281,9203222,1992-10-30,427,643
9302269,9203222,1993-02-17,810,643
9303220,9203222,1993-03-04,1071,643
9303314,9203222,1993-03-30,1129,643
9306320,9203222,1993-06-26,73,643
9311294,9203222,1993-11-15,994,643
9211211,9204228,1992-11-04,571,921
9211219,9204228,1992-11-06,576,921
9211303,9204228,1992-11-25,614,921
9212235,9204228,1992-12-07,858,921
9301285,9204228,1993-01-27,560,921
9302210,9204228,1993-02-03,776,921
9303251,9204228,1993-03-12,1093,921
9303282,9204228,1993-03-18,1112,921
9303317,9204228,1993-03-30,1130,921
9304254,9204228,1993-04-14,1254,921
9304284,9204228,1993-04-21,1270,921
9305201,9204228,1993-05-03,1326,921
9305222,9204228,1993-05-06,1341,921
9307268,9204228,1993-07-14,158,921
9308234,9204228,1993-08-06,289,921
9309320,9204228,1993-09-23,510,921
9311334,9204228,1993-11-22,1024,921
9311333,9204228,1993-11-22,1023,921
9312265,9204228,1993-12-13,1219,921
9211223,9206222,1992-11-06,579,1300
9307309,9206222,1993-07-20,175,1300
9308326,9206222,1993-08-23,351,1300
9311320,9206222,1993-11-19,1014,1300
9211223,9206225,1992-11-06,579,1301
9305258,9206225,1993-05-12,1360,1301
9305265,9206225,1993-05-13,1365,1301
9307309,9206225,1993-07-20,175,1301
9307361,9206225,1993-07-29,200,1301
9308250,9206225,1993-08-09,298,1301
9310213,9206225,1993-10-04,657,1301
9311320,9206225,1993-11-19,1014,1301
9211223,9207249,1992-11-06,579,1441
9306265,9207249,1993-06-11,36,1441
9307309,9207249,1993-07-20,175,1441
9310367,9207249,1993-10-28,758,1441
9311320,9207249,1993-11-19,1014,1441
9211226,9212277,1992-11-06,582,877
9304309,9212277,1993-04-27,1282,877
9308313,9212277,1993-08-20,340,877
9310216,9212277,1993-10-04,660,877
9311287,9212277,1993-11-12,989,877
9211225,9206261,1992-11-06,581,1323
9302247,9206261,1993-02-11,796,1323
9211219,9206227,1992-11-06,576,1302
9212248,9206227,1992-12-10,861,1302
9301271,9206227,1993-01-26,554,1302
9301285,9206227,1993-01-27,560,1302
9302205,9206227,1993-02-02,771,1302
9302314,9206227,1993-02-26,837,1302
9303317,9206227,1993-03-30,1130,1302
9304254,9206227,1993-04-14,1254,1302
9304284,9206227,1993-04-21,1270,1302
9305222,9206227,1993-05-06,1341,1302
9308234,9206227,1993-08-06,289,1302
9309257,9206227,1993-09-13,470,1302
9310335,9206227,1993-10-22,736,1302
9311278,9206227,1993-11-11,982,1302
9311333,9206227,1993-11-22,1023,1302
9211236,9207269,1992-11-10,587,1452
9211258,9207269,1992-11-17,600,1452
9301231,9207269,1993-01-12,532,1452
9304255,9207269,1993-04-15,1255,1452
9306209,9207269,1993-06-02,6,1452
9308239,9207269,1993-08-06,292,1452
9309201,9207269,1993-09-01,430,1452
9309214,9207269,1993-09-02,440,1452
9309216,9207269,1993-09-02,441,1452
9310333,9207269,1993-10-21,734,1452
9211244,9207214,1992-11-13,592,1417
9212227,9207214,1992-12-06,852,1417
9212233,9207214,1992-12-07,856,1417
9406284,9207214,1993-06-11,265,1417
9307247,9207214,1993-07-11,144,1417
9307291,9207214,1993-07-18,166,1417
9408213,9207214,1993-08-02,647,1417
9308262,9207214,1993-08-11,307,1417
9308287,9207214,1993-08-17,326,1417
9308288,9207214,1993-08-17,327,1417
9310285,9207214,1993-10-14,702,1417
9310360,9207214,1993-10-27,752,1417
9311206,9207214,1993-11-01,933,1417
9311215,9207214,1993-11-02,939,1417
9311218,9207214,1993-11-03,940,1417
9311243,9207214,1993-11-09,960,1417
9311308,9207214,1993-11-17,1004,1417
9311337,9207214,1993-11-22,1026,1417
9311331,9207214,1993-11-22,1021,1417
9311339,9207214,1993-11-23,1028,1417
9312229,9207214,1993-12-06,1194,1417
9312234,9207214,1993-12-06,1198,1417
9211248,9206241,1992-11-16,594,1312
9212220,9206241,1992-12-03,848,1312
9301241,9206241,1993-01-15,538,1312
9302247,9206241,1993-02-11,796,1312
9302265,9206241,1993-02-16,807,1312
9303208,9206241,1993-03-03,1066,1312
9303220,9206241,1993-03-04,1071,1312
9304265,9206241,1993-04-16,1262,1312
9306277,9206241,1993-06-15,40,1312
9307330,9206241,1993-07-24,187,1312
9308241,9206241,1993-08-06,293,1312
9308283,9206241,1993-08-17,323,1312
9308285,9206241,1993-08-17,325,1312
9308337,9206241,1993-08-25,358,1312
9309309,9206241,1993-09-21,501,1312
9310362,9206241,1993-10-27,754,1312
9311304,9206241,1993-11-17,1001,1312
9211253,9208254,1992-11-16,597,112
9302307,9208254,1993-02-24,833,112
9303205,9208254,1993-03-02,1064,112
9305206,9208254,1993-05-03,1330,112
9307315,9208254,1993-07-21,178,112
9310362,9208254,1993-10-27,754,112
9311268,9208254,1993-11-10,977,112
9312233,9208254,1993-12-06,1197,112
9211275,9206249,1992-11-19,605,1318
9211331,9206249,1992-11-29,626,1318
9302226,9206249,1993-02-05,785,1318
9307361,9206249,1993-07-29,200,1318
9211275,9206254,1992-11-19,605,1320
9211331,9206254,1992-11-29,626,1320
9302226,9206254,1993-02-05,785,1320
9306256,9206254,1993-06-10,29,1320
9311319,9206254,1993-11-19,1013,1320
9311351,9206254,1993-11-23,1036,1320
9212212,9204222,1992-12-02,845,918
9212251,9204222,1992-12-10,863,918
9311201,9204222,1993-11-01,930,918
9212210,9207204,1992-12-02,844,1409
9212210,9711349,1992-12-02,844,648
9310345,9711349,1993-10-25,740,648
9212210,9711351,1992-12-02,844,649
9212226,9209204,1992-12-05,851,208
9303311,9209204,1993-03-29,1128,208
9305233,9209204,1993-05-10,1349,208
9305298,9209204,1993-05-21,1381,208
9309211,9209204,1993-09-01,439,208
9311354,9209204,1993-11-24,1039,208
9312219,9209204,1993-12-04,1186,208
9212226,9208253,1992-12-05,851,111
9309229,9208253,1993-09-06,449,111
9312219,9208253,1993-12-04,1186,111
9212226,9211247,1992-12-05,851,593
9308317,9211247,1993-08-22,344,593
9309211,9211247,1993-09-01,439,593
9311234,9211247,1993-11-06,952,593
9311354,9211247,1993-11-24,1039,593
9212230,9206230,1992-12-07,854,1305
9212295,9206230,1992-12-21,889,1305
9302247,9206230,1993-02-11,796,1305
9304305,9206230,1993-04-27,1279,1305
9305235,9206230,1993-05-10,1350,1305
9305298,9206230,1993-05-21,1381,1305
9307283,9206230,1993-07-16,162,1305
9310362,9206230,1993-10-27,754,1305
9212231,9207228,1992-12-07,855,1426
9302208,9207228,1993-02-03,774,1426
9307266,9207228,1993-07-13,157,1426
9310203,9207228,1993-10-01,652,1426
9212234,9205233,1992-12-07,857,1158
9212273,9205233,1992-12-16,875,1158
9302282,9205233,1993-02-19,819,1158
9302315,9205233,1993-02-26,838,1158
9307298,9205233,1993-07-19,170,1158
9311249,9205233,1993-11-09,963,1158
9212248,9305222,1992-12-10,861,1341
9307268,9305222,1993-07-14,158,1341
9212248,9211211,1992-12-10,861,571
9302210,9211211,1993-02-03,776,571
9304254,9211211,1993-04-14,1254,571
9305222,9211211,1993-05-06,1341,571
9311324,9211211,1993-11-20,1016,571
9311334,9211211,1993-11-22,1024,571
9311333,9211211,1993-11-22,1023,571
9212252,9209203,1992-12-10,864,207
9301255,9209203,1993-01-21,545,207
9305219,9209203,1993-05-06,1339,207
9305301,9209203,1993-05-21,1382,207
9306202,9209203,1993-06-01,1,207
9307213,9209203,1993-07-02,125,207
9308269,9209203,1993-08-12,313,207
9308278,9209203,1993-08-16,321,207
9309205,9209203,1993-09-01,433,207
9309231,9209203,1993-09-06,451,207
9311239,9209203,1993-11-08,956,207
9212285,9205238,1992-12-18,883,1162
9302288,9205238,1993-02-22,821,1162
9305273,9205238,1993-05-17,1370,1162
9308338,9205238,1993-08-25,359,1162
9309298,9205238,1993-09-20,495,1162
9310358,9205238,1993-10-27,751,1162
9312231,9205238,1993-12-07,1195,1162
9212286,9211215,1992-12-19,884,573
9302220,9211215,1993-02-04,781,573
9305285,9211215,1993-05-18,1375,573
9212286,9206216,1992-12-19,884,1296
9302220,9206216,1993-02-04,781,1296
9305285,9206216,1993-05-18,1375,1296
9212295,9209241,1992-12-21,889,226
9303207,9209241,1993-03-02,1065,226
9304265,9209241,1993-04-16,1262,226
9305235,9209241,1993-05-10,1350,226
9305298,9209241,1993-05-21,1381,226
9306277,9209241,1993-06-15,40,226
9307330,9209241,1993-07-24,187,226
9308283,9209241,1993-08-17,323,226
9309272,9209241,1993-09-15,478,226
9310362,9209241,1993-10-27,754,226
9212295,9212230,1992-12-21,889,854
9212295,9209239,1992-12-21,889,224
9303207,9209239,1993-03-02,1065,224
9305235,9209239,1993-05-10,1350,224
9305298,9209239,1993-05-21,1381,224
9306277,9209239,1993-06-15,40,224
9307330,9209239,1993-07-24,187,224
9308283,9209239,1993-08-17,323,224
9309272,9209239,1993-09-15,478,224
9309301,9209239,1993-09-20,498,224
9310362,9209239,1993-10-27,754,224
9212295,9208244,1992-12-21,889,105
9308283,9208244,1993-08-17,323,105
9212296,9207266,1992-12-21,890,1450
9308289,9207266,1993-08-18,328,1450
9312218,9207266,1993-12-03,1185,1450
9212296,9205205,1992-12-21,890,1139
9304249,9205205,1993-04-13,1253,1139
9311302,9205205,1993-11-16,1000,1139
9312218,9205205,1993-12-03,1185,1139
9212305,9211230,1992-12-22,895,585
9302218,9211230,1993-02-04,780,585
9305243,9211230,1993-05-11,1354,585
9309304,9211230,1993-09-21,499,585
9212318,9209285,1992-12-31,902,252
9301213,9209285,1993-01-06,524,252
9304229,9209285,1993-04-07,1243,252
9305259,9209285,1993-05-12,1361,252
9307231,9209285,1993-07-07,134,252
9309201,9209285,1993-09-01,430,252
